"coben_breaker" "coben_dropshot" "coben_fadeaway" "coben_falsemove" "coben_goneforgood" "coben_nosecondchance" "coben_tellnoone" "galbraith_cuckoos" "lewis_battle" "lewis_caspian" "lewis_chair" "lewis_horse" "lewis_lion" "lewis_nephew" "lewis_voyage" "rowling_casual" "rowling_chamber" "rowling_goblet" "rowling_hallows" "rowling_order" "rowling_prince" "rowling_prisoner" "rowling_stone" "tolkien_lord1" "tolkien_lord2" "tolkien_lord3"
"saw" 0.0656818371806967 0.0835291046724093 0.0665763935906116 0.0453943171222457 0.133723040479875 0.145031970884148 0.106626227682538 0.088007428658545 0.178583693935023 0.123399660650933 0.135077766199684 0.0966799687332867 0.183897017670105 0.0984748408790681 0.158829201883261 0.082951347498556 0.10211866893597 0.124217118997912 0.11864406779661 0.0914231277465351 0.104319287346891 0.0728579755197202 0.0783352495988477 0.111174122257845 0.105509130099878 0.128654451887671
"something" 0.148082687461934 0.129209083790133 0.17603249830738 0.17912352161751 0.192943244120962 0.168747890651367 0.180079851197176 0.0990949787257633 0.109897657806168 0.0991604415944999 0.0656092007255606 0.0946229481219402 0.154580101809653 0.141707697850366 0.0945411915971789 0.0645177147210991 0.115030224778449 0.098643006263048 0.0814652815746309 0.0971850895793 0.106663540995136 0.111715562463571 0.147826196823632 0.0583944884586662 0.0498417363048502 0.0243999822545584
"other" 0.0979256481603114 0.11224223440355 0.109456104716768 0.0822005201943368 0.085009647162206 0.0784449653838786 0.101887284229981 0.0935512036921542 0.174004624859766 0.1388246182323 0.11385126008259 0.102851030567326 0.125263185949202 0.141707697850366 0.138030139731881 0.124734248460792 0.0845120018780445 0.0955114822546973 0.103335155822854 0.10102639746781 0.115454492176053 0.0728579755197202 0.111185515559655 0.105559267598358 0.101625358439759 0.09907871582154
"how" 0.112256230817918 0.103106238580005 0.109456104716768 0.127594837316582 0.153781496551856 0.154153478486924 0.133875152534742 0.0921652599337519 0.148819744945853 0.0749212225380666 0.115780942456872 0.129592298514831 0.125263185949202 0.117689443977423 0.0945411915971789 0.114902977646148 0.117377780386173 0.102818371607516 0.119737561509021 0.112166190344488 0.116040555588115 0.0680007771517389 0.107395100256485 0.0381810116845125 0.0614930512852048 0.0458423909025036
"where" 0.0513512545230902 0.049595405899243 0.0959151433085082 0.0956961279874368 0.112709419833037 0.102160885151098 0.0935941331880057 0.103945781880171 0.121345330494311 0.136621052863533 0.108062212959747 0.0802238038425145 0.133258708456598 0.108082142428245 0.119121901412445 0.10691507010925 0.110335113563003 0.0876826722338205 0.130125751776927 0.096032697212747 0.0884955752212389 0.140858752671459 0.104868156721038 0.117350462383281 0.109392901759996 0.116084764059566
"around" 0.0776239893953688 0.0978856695379796 0.0880162491536899 0.0736124061441822 0.0745028368387873 0.0638505532194361 0.0627910007463836 0.114340360068188 0.0068686036128855 0.0110178268438333 0.00771872949712477 0.00411404122269305 0.0133258708456598 0.0144109523237661 0.00189082383194358 0.098927162572352 0.199542226656494 0.255219206680585 0.182066703116457 0.187839955748133 0.168786262673621 0.14571595103944 0.178149519248992 0.00561485465948714 0.000647295276686366 0.00221818020495985
"door" 0.127781028696992 0.118767945706082 0.120740239223652 0.079746773322864 0.135633369629587 0.112194543514152 0.129136209082185 0.162848391612268 0.132793003182453 0.0506820034816333 0.0771872949712477 0.0329123297815444 0.111937315103542 0.069652936231536 0.0453797719666459 0.109987342238826 0.144374669874993 0.081419624217119 0.114270092946966 0.144433176607971 0.105491414171013 0.155430347775403 0.132664535610952 0.0640093431181534 0.0135932008104137 0.0510181447140766
"made" 0.103896724267648 0.120073087966588 0.134281200631912 0.11164548265201 0.1375436987793 0.102160885151098 0.118473586313931 0.102559838121769 0.10760812326854 0.0903461801194332 0.133148083825402 0.102851030567326 0.130593534287466 0.163324126336015 0.149375082723543 0.116746340923894 0.0774693350548741 0.0772442588726514 0.0863860032804811 0.0906548661688332 0.0785324972161988 0.0825723722556829 0.0833891366697411 0.106120753064307 0.0899740434594049 0.0857696345917809
"any" 0.0871777111671065 0.0861393891934221 0.0914014895057549 0.0625705452225548 0.0706821785393623 0.0839178699455446 0.0698994159252195 0.0914722880545508 0.146530210408224 0.0991604415944999 0.131218401451121 0.146048463405603 0.101276618427014 0.184940554821664 0.177737440202696 0.0780357120912342 0.0798168906625976 0.0855949895615866 0.0803717878622198 0.0941120432684921 0.0861513215729942 0.0874295706236643 0.0745448342956777 0.152162561272101 0.13528471282745 0.145660500125697
"Dumbledore" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.161981336932919 0.276096033402923 0.254237288135593 0.216649764911957 0.513391548965598 0.0194287934719254 0.176886047481269 0 0 0
"voice" 0.0919545720529754 0.0730879665883581 0.0789889415481833 0.0637974186582912 0.0878751408867748 0.080269266904434 0.060421529020105 0.0602885534904994 0.10760812326854 0.147638879707367 0.156304272316777 0.0699387007857819 0.0612990058900349 0.134502221688483 0.0813054247735738 0.077421257665319 0.132636891836375 0.132045929018789 0.133406232914161 0.168249285516733 0.115454492176053 0.0777151738877016 0.0745448342956777 0.066816770447897 0.0789700237557367 0.0621090457388758
"last" 0.0716529132880328 0.0443748368572174 0.0722184608440533 0.0515286843009275 0.0487133933176686 0.0483439902947159 0.0473894345255725 0.0845425692625393 0.144240675870595 0.0991604415944999 0.111921577708309 0.117250174846752 0.143919405133125 0.103278491653657 0.121012725244389 0.0927826183131997 0.099771113328247 0.0840292275574113 0.0874794969928923 0.0910389969576842 0.101975033698646 0.121429959199534 0.102341213185591 0.147670677544512 0.154056275851355 0.1915028910282
"Then" 0.145694257019 0.131819368311146 0.109456104716768 0.166854787260146 0.092650963761056 0.0948636790688765 0.0971483407774237 0.033955622080856 0.256427868214392 0.1454353143386 0.185249507930995 0.135763360348871 0.215879107699688 0.146511348624955 0.143702611227712 0.0350239022771681 0.0727742238394272 0.0579331941544885 0.0535811919081465 0.03111459389693 0.0433686924925277 0.0485719836798135 0.0606466448507208 0.13531799729364 0.161823819171591 0.213684693077799
"even" 0.0931487872744426 0.117462803445576 0.0891446626043782 0.105511115473328 0.1069784323839 0.114018845034707 0.10307202009312 0.078305822349729 0.103029054193283 0.0837354840131332 0.0984138010883409 0.113136133624059 0.162575624317049 0.132100396301189 0.111558606084671 0.0890958917577083 0.0880333352896297 0.0751565762004175 0.0869327501366867 0.0764420269813466 0.0838070679247495 0.0437147853118321 0.111185515559655 0.11342006412164 0.121691512017037 0.116824157461219
"say" 0.123004167811123 0.142260506395197 0.0970435567591966 0.100603621730382 0.101247444934762 0.103985186671653 0.0829315104197519 0.0893933724169473 0.128213934107196 0.1256032260197 0.169812048936745 0.150162504628296 0.181231843500973 0.160922300948721 0.134248492067994 0.069433350128421 0.0727742238394272 0.0782881002087683 0.0355385456533625 0.0818198580252604 0.0937701459297896 0.0680007771517389 0.0909699672760812 0.110612636791897 0.110040197036682 0.104254469633113
"much" 0.0752355589524344 0.0730879665883581 0.0959151433085082 0.110418609216273 0.1069784323839 0.134086161760816 0.129136209082185 0.0866214849001428 0.10760812326854 0.123399660650933 0.117710624831153 0.102851030567326 0.117267663441806 0.100876666266362 0.109667782252728 0.0946259815909454 0.0622102236046716 0.0996868475991649 0.0437397484964461 0.106020097722873 0.113110238527809 0.0534291820477948 0.0934969108115279 0.111735607723794 0.0705551851588139 0.0820726675835145
"hand" 0.0764297741739016 0.108326807622031 0.0891446626043782 0.0920155076802277 0.116530078132462 0.103985186671653 0.117288850450792 0.0526658628192868 0.054948828903084 0.0484784381128666 0.059820153602717 0.0452544534496236 0.055968657551771 0.0936711901044794 0.0605063626221945 0.0958548904427759 0.0939022243089383 0.0892484342379958 0.111536358665938 0.100258135890108 0.120729062884604 0.14571595103944 0.0846526084374645 0.0903991600177429 0.10680372065325 0.112387797051299
"look" 0.0859834959456393 0.0770033933698773 0.0812457684495599 0.0871080139372822 0.0811889888627811 0.103073035911375 0.0781925669671947 0.0672182722825108 0.121345330494311 0.0572926995879333 0.123499671953996 0.0946229481219402 0.106606966765278 0.124894920139306 0.107776958420784 0.0706622589802514 0.12911555842479 0.123695198329854 0.0951339529797704 0.112550321133339 0.119556936060482 0.121429959199534 0.126347176772335 0.0640093431181534 0.065376822945323 0.0584120787306094
"want" 0.176743852777147 0.185330200991908 0.174904084856691 0.191392255974874 0.172884788048981 0.134998312521093 0.119658322177071 0.0935512036921542 0.0618174325159695 0.0859390493818999 0.050171741731311 0.0473114740609701 0.0506383092135071 0.0816620631680077 0.0529430672944202 0.077421257665319 0.0774693350548741 0.087160751565762 0.0590486604702023 0.101410528256661 0.0972865264021567 0.102001165727608 0.0859160802051878 0.0426728954121023 0.0304228780042592 0.0295757360661313
"seemed" 0.0346322414225492 0.0469851213782302 0.0417512976754683 0.0245374687147274 0.0448927350182436 0.0419589349727723 0.0355420758941794 0.100480922484166 0.077844174279369 0.0705140918005333 0.0887653892169349 0.0596535977290492 0.0772900509048266 0.0720547616188303 0.0869778962694046 0.102613889127843 0.0833382240741828 0.0965553235908142 0.124658283214872 0.096416828001598 0.118970872648421 0.0534291820477948 0.0909699672760812 0.163953756057024 0.142404960871001 0.126436271682712
"knew" 0.103896724267648 0.0978856695379796 0.103814037463327 0.089561760808755 0.131812711330162 0.142295518603315 0.127951473219046 0.102559838121769 0.096160450580397 0.0837354840131332 0.0771872949712477 0.102851030567326 0.0879507475813544 0.0888675393298907 0.0869778962694046 0.135794428127266 0.0786431128587358 0.0782881002087683 0.120284308365227 0.0810515964475585 0.0861513215729942 0.0777151738877016 0.0770717778311244 0.0583944884586662 0.0394850118778683 0.0451029975008503
"first" 0.0752355589524344 0.0926651004959541 0.103814037463327 0.0809736467586004 0.0936061283359123 0.10124873439082 0.113734642861374 0.0866214849001428 0.114476726881425 0.1256032260197 0.142796495696808 0.121364216069445 0.125263185949202 0.122493094752012 0.124794372908276 0.0798790753689799 0.0809906684664593 0.0782881002087683 0.0809185347184254 0.0752896346147936 0.0808767508644435 0.0582863804157762 0.131401063843228 0.0814153925625635 0.0835010906925412 0.0813332741818612
"So" 0.189880220213287 0.207517619420517 0.17603249830738 0.267458408990529 0.170974458899268 0.157802081528035 0.161124077386947 0.0803847379873325 0.0847127778922545 0.0484784381128666 0.0540311064798734 0.0473114740609701 0.0692945283974308 0.069652936231536 0.0586155387902509 0.0546864439064555 0.0739480016432889 0.0495824634655532 0.053034445051941 0.062997449371562 0.063294848502608 0.0680007771517389 0.0644370601538909 0.0398654680823587 0.0692605946054412 0.0783757005752481
"turned" 0.0835950655027049 0.0796136778908901 0.0868878357030016 0.0809736467586004 0.130857546755306 0.102160885151098 0.0912246614617271 0.0630604410073039 0.0938709160427685 0.0859390493818999 0.0771872949712477 0.0637676389517423 0.0826203992430905 0.0624474600696529 0.0888687201013482 0.0811079842208103 0.0903808908973531 0.0975991649269311 0.0951339529797704 0.102178789834363 0.094942272753912 0.0680007771517389 0.097287326114698 0.074677566971179 0.0809119095857957 0.0961211422149269
"great" 0.0298553805366803 0.0247977029496215 0.0349808169713383 0.0343524562006183 0.0286549372456874 0.0209794674863861 0.0177710379470897 0.0270259032888445 0.238111591913364 0.1784887948701 0.169812048936745 0.193359937466573 0.186562191839237 0.170529602497898 0.138030139731881 0.0178191783515417 0.0492986677621926 0.0548016701461378 0.0585019136139967 0.0507052641283304 0.0609505948543632 0.0534291820477948 0.0568562295475508 0.154408503135896 0.218785803519992 0.297975540866273
"good" 0.0991198633817787 0.140955364134691 0.11509817197021 0.106737988909064 0.0897854700364873 0.0629384024591585 0.0912246614617271 0.0478150596648788 0.148819744945853 0.1388246182323 0.181390143182432 0.158390587073682 0.130593534287466 0.153716824786838 0.119121901412445 0.0589876248878621 0.0727742238394272 0.0631524008350731 0.046473482777474 0.0802833348698565 0.0861513215729942 0.0582863804157762 0.0808621931342944 0.10050589840482 0.0906213387360912 0.0680241929521021
"told" 0.0967314329388442 0.0796136778908901 0.104942450914015 0.0907886342444913 0.127036888455881 0.114018845034707 0.10307202009312 0.153839757182654 0.0389220871396845 0.0440713073753333 0.0385936474856239 0.0719957213971284 0.0319820900295834 0.0264200792602378 0.0453797719666459 0.135794428127266 0.107987557955279 0.110647181628392 0.0896664844177146 0.0864294274914723 0.0931840825177284 0.0825723722556829 0.113712459095102 0.047164779139692 0.0239499252373955 0.0303151294677846
"after" 0.0573223306304262 0.0535108326807622 0.0654479801399233 0.0674780389655003 0.0630408619405124 0.0483439902947159 0.0734536235146374 0.126813853893809 0.121345330494311 0.1189925299134 0.109991895334028 0.0843378450652076 0.12259801178007 0.084063888555302 0.0888687201013482 0.100156071424182 0.0657315570162568 0.0819415448851775 0.0984144341170038 0.0921913893242371 0.100802906874524 0.102001165727608 0.0619101166184442 0.0976984710750762 0.0712024804355003 0.0783757005752481
"heard" 0.0597107610733606 0.0730879665883581 0.0530354321823516 0.0478480639937184 0.0974267866353373 0.0839178699455446 0.0841162462828912 0.106024697517775 0.082423243354626 0.0727176571692999 0.0829763420940913 0.082280824453861 0.0986114442578822 0.0960730154917737 0.0869778962694046 0.0866380740540474 0.10211866893597 0.0934237995824635 0.074904319300164 0.0718324575151348 0.0714997362714646 0.0874295706236643 0.0947603825792513 0.125211258906563 0.0815592048624821 0.100557502624847
"went" 0.0537396849660246 0.0717828243278517 0.0835025953509366 0.0625705452225548 0.0687718493896498 0.0693234577811021 0.0663452083358015 0.0866214849001428 0.141951141332967 0.116788964544633 0.0945544363397785 0.0966799687332867 0.159910450147917 0.0984748408790681 0.122903549076333 0.0417829009622356 0.0880333352896297 0.0835073068893528 0.0399125205030071 0.0453274330844166 0.041024438844283 0.131144355935496 0.0897064955083579 0.142055822885025 0.123633397847096 0.187066530618281
"left" 0.0883719263885737 0.0639519707648134 0.0756037011961183 0.0834273936300731 0.0534892161919499 0.0738842115824904 0.0675299441989408 0.121963050739401 0.082423243354626 0.0837354840131332 0.069468565474123 0.10079400995598 0.0399776125369793 0.0552419839077699 0.113449429916615 0.0798790753689799 0.0704266682317037 0.0694154488517745 0.089119737561509 0.0806674656587075 0.0873234483971166 0.0777151738877016 0.103604684953315 0.108366694928102 0.0925632245661503 0.0916847818050072
"looking" 0.0250785196508115 0.0339336987731663 0.0383660573234033 0.046621190557982 0.0534892161919499 0.0282766735686074 0.0319878683047615 0.0595955816112982 0.059527897978341 0.0572926995879333 0.0559607888541546 0.0575965771177027 0.106606966765278 0.0984748408790681 0.0737421294457995 0.0565298071842011 0.130289336228652 0.16544885177453 0.110442864953527 0.164792108417074 0.142999472542929 0.165144744511366 0.121293289701442 0.0600789448565124 0.0401323071545547 0.0317939162710912
"behind" 0.0501570393016229 0.056121117201775 0.0530354321823516 0.0441674436865093 0.0582650390662311 0.0738842115824904 0.0473894345255725 0.0609815253697005 0.0938709160427685 0.0506820034816333 0.069468565474123 0.0699387007857819 0.0746248767356947 0.076858412393419 0.0945411915971789 0.061445442591523 0.099771113328247 0.092901878914405 0.0863860032804811 0.114855105866445 0.107249604407197 0.0777151738877016 0.0934969108115279 0.104997782132409 0.102272653716446 0.102775682829806
"room" 0.0871777111671065 0.0900548159749413 0.0778605280974949 0.122687343573637 0.0878751408867748 0.0538168948563819 0.0770078311040553 0.0810777098665336 0.018316276301028 0.0132213922126 0.0540311064798734 0.0452544534496236 0.0692945283974308 0.0984748408790681 0.0378164766388716 0.122276430757131 0.115030224778449 0.107515657620042 0.124658283214872 0.125994898743124 0.122487253120788 0.0922867689916456 0.112448987327378 0.0247053605017434 0.00323647638343183 0.015527261434719
"old" 0.0573223306304262 0.0639519707648134 0.0609343263371699 0.110418609216273 0.100292280359906 0.0693234577811021 0.0841162462828912 0.0443502002688731 0.112187192343797 0.136621052863533 0.0868357068426537 0.0575965771177027 0.0719597025665627 0.163324126336015 0.0737421294457995 0.0804935297948951 0.0645577792123951 0.0600208768267223 0.071077091306725 0.0480163486063735 0.069741546035281 0.0631435787837575 0.0707544189925076 0.13082611356605 0.143052256147687 0.121260517871139
"tell" 0.118227306925254 0.122683372487601 0.126382306477093 0.107964862344801 0.0945612929107685 0.0757085131030457 0.100702548366842 0.0803847379873325 0.0663965015912265 0.0749212225380666 0.0887653892169349 0.0637676389517423 0.0879507475813544 0.076858412393419 0.071851305613856 0.074963439961658 0.0915546687012149 0.0746346555323591 0.0612356478950246 0.095648566423896 0.0943562093418508 0.0534291820477948 0.0821256649020178 0.062886372186256 0.0647295276686366 0.044363604099197
"has" 0.0680702676236311 0.0482902636387366 0.0541638456330399 0.0613436717868185 0.0410720767188186 0.0647627039797138 0.0473894345255725 0.0353415658392582 0.116766261419054 0.1388246182323 0.0849060244683725 0.117250174846752 0.125263185949202 0.0816620631680077 0.0510522434624766 0.0233492681847787 0.0751217794471506 0.0735908141962422 0.0667031164570804 0.0779785501367506 0.101975033698646 0.0340003885758694 0.0391676247994239 0.156092959533742 0.152114390021296 0.145660500125697
"himself" 0.0286611653152131 0.056121117201775 0.0507786052809749 0.033125582764882 0.0238791143714062 0.0218916182466638 0.0260641889890649 0.111568472551384 0.109897657806168 0.0749212225380666 0.0521014241055922 0.121364216069445 0.106606966765278 0.100876666266362 0.0605063626221945 0.0958548904427759 0.0962497799166618 0.0975991649269311 0.110442864953527 0.096800958790449 0.105491414171013 0.131144355935496 0.0821256649020178 0.0819768780285122 0.0912686340127776 0.0857696345917809
"Mr" 0.0859834959456393 0.131819368311146 0.0530354321823516 0.0343524562006183 0.0773683305633561 0.0136822614041649 0.0260641889890649 0.0457361440272754 0.004579069075257 0.00220356536876666 0.00192968237428119 0.0123421236680792 0.32781642280323 0.0216164284856491 0 0.0436262642399813 0.158460003521333 0.272964509394572 0.0557681793329688 0.097569220368151 0.0597784680302409 0.160287546143385 0.0998142696501447 0.0881532181539481 0.0317174685576319 0.0842908477884743
"might" 0.0620991915162951 0.0770033933698773 0.0609343263371699 0.0723855327084458 0.0697270139645061 0.0830057191852669 0.0900399255985878 0.112954416309786 0.109897657806168 0.0837354840131332 0.111921577708309 0.0843378450652076 0.0639641800591669 0.139305872463072 0.103995310756897 0.119204158627555 0.0704266682317037 0.0704592901878914 0.0628758884636413 0.0756737654036446 0.0961143995780343 0.0340003885758694 0.0657005319216142 0.074677566971179 0.0537255079649684 0.0665454061487955
"took" 0.127781028696992 0.116157661185069 0.12186865267434 0.127594837316582 0.118440407282175 0.122228201877206 0.159939341523807 0.0824636536249359 0.054948828903084 0.0639033956942333 0.0482420593570298 0.0658246595630888 0.0533034833826391 0.0720547616188303 0.0548338911263638 0.0725056222579971 0.0622102236046716 0.0652400835073069 0.0677966101694915 0.0576196183276482 0.0562620875578738 0.0631435787837575 0.0770717778311244 0.0685012268457431 0.0517836221349093 0.0635878325421824
"man" 0.143305826576066 0.156617071260767 0.147822162040172 0.117779849830691 0.118440407282175 0.127701106438872 0.168232492565782 0.12750682577301 0.0709755706664835 0.0550891342191666 0.0540311064798734 0.0905089068992471 0.0399776125369793 0.0576438092950642 0.103995310756897 0.0546864439064555 0.030518222900405 0.0464509394572025 0.0492072170585019 0.030730463108079 0.063294848502608 0.0388575869438508 0.0404310965671472 0.0269513023655383 0.079617319032423 0.0702423731570619
"felt" 0.0597107610733606 0.0456799791177238 0.0733468742947416 0.0687049124012367 0.0811889888627811 0.0893907745072106 0.0853009821460305 0.0589026097320971 0.0618174325159695 0.0881426147506666 0.0829763420940913 0.0658246595630888 0.133258708456598 0.0816620631680077 0.085087072437461 0.061445442591523 0.0680791126239803 0.0772442588726514 0.102241662110443 0.0852770351249193 0.0703276094473422 0.097143967359627 0.0619101166184442 0.0836613344263584 0.0498417363048502 0.0487999645091167
"its" 0.0179132283220082 0.0195771339075959 0.0191830286617016 0.0257643421504638 0.00955164574856248 0.0182430152055532 0.0165863020839504 0.0575166659736948 0.119055795956682 0.0462748727441 0.100343483462622 0.0843378450652076 0.133258708456598 0.146511348624955 0.145593435059655 0.0577587160360316 0.0856857796819062 0.0819415448851775 0.0934937124111536 0.0614609262161581 0.0556760241458126 0.0728579755197202 0.102341213185591 0.107243723996204 0.122338807293723 0.152315040740576
"once" 0.0250785196508115 0.0339336987731663 0.0259535093658316 0.0355793296363547 0.0372514184193937 0.0182430152055532 0.0367268117573187 0.0450431721480742 0.139661606795339 0.132213922126 0.102273165836903 0.104908051178673 0.111937315103542 0.139305872463072 0.10588613458884 0.0657466235729296 0.0586888901930865 0.0803757828810021 0.089119737561509 0.0906548661688332 0.124245443356971 0.0680007771517389 0.0846526084374645 0.0819768780285122 0.072497070988873 0.0613696523372225
"well" 0.0453801784157541 0.0469851213782302 0.0575490859851049 0.0711586592727094 0.0477582287428124 0.0538168948563819 0.0402810193467366 0.0644463847657062 0.096160450580397 0.127806791388467 0.117710624831153 0.0987369893446332 0.0772900509048266 0.112885793202834 0.085087072437461 0.0448551730918118 0.0504724455660543 0.0751565762004175 0.0541279387643521 0.0987216127347039 0.0914258922815449 0.0728579755197202 0.0593831730829975 0.0915221309496404 0.0802646143091094 0.0724605533620218
"our" 0.0358264566440164 0.0313234142521535 0.0383660573234033 0.0355793296363547 0.116530078132462 0.106721638952486 0.0722688876514981 0.0152453813424251 0.123634865031939 0.149842445076133 0.11385126008259 0.106965071790019 0.0533034833826391 0.112885793202834 0.121012725244389 0.0221203593329483 0.0598626679969482 0.0386221294363257 0.0519409513395298 0.0610767954273071 0.041024438844283 0.0340003885758694 0.046748455405764 0.130264628100102 0.160529228618219 0.110909010247993
"must" 0.0214958739864098 0.0313234142521535 0.0383660573234033 0.0282180890219365 0.0162377977725562 0.0173308644452755 0.0118473586313931 0.0367275095976605 0.0984499851180255 0.1454353143386 0.12928871907684 0.172789731353108 0.130593534287466 0.168127777110604 0.117231077580502 0.0423973553881509 0.069252890427842 0.0370563674321503 0.0656096227446692 0.0526259180725854 0.069741546035281 0.014571595103944 0.0682274754570609 0.139248395555281 0.15146709474461 0.144921106724044
"ever" 0.0417975327513525 0.0509005481597494 0.0462649514782216 0.0368062030720911 0.0515788870422374 0.0337495781302734 0.0497589062518511 0.0644463847657062 0.10760812326854 0.0793283532755999 0.0964841187140597 0.119307195458098 0.0826203992430905 0.115287618590128 0.103995310756897 0.0651321691470144 0.0680791126239803 0.0782881002087683 0.0628758884636413 0.0668387572600719 0.0703276094473422 0.0680007771517389 0.0694909472247843 0.0903991600177429 0.110040197036682 0.0879878147967408
"found" 0.0656818371806967 0.0378491255546855 0.0609343263371699 0.0674780389655003 0.108888761533612 0.0702356085413797 0.126766737355906 0.0776128504705279 0.096160450580397 0.0969568762257332 0.0906950715912161 0.0863948656765541 0.117267663441806 0.0600456346823586 0.0756329532777431 0.0583731704619468 0.0622102236046716 0.0563674321503132 0.0399125205030071 0.0618450570050091 0.0533317704975678 0.0582863804157762 0.0859160802051878 0.0993829274729224 0.0763808426489912 0.0606302589355693
"It^s" 0.118227306925254 0.14487079091621 0.159106296547055 0.100603621730382 0.0792786597130686 0.0711477593016574 0.0912246614617271 0.073455019195321 0.0572383634407125 0.0903461801194332 0.0771872949712477 0.0740527420084749 0.0932810959196183 0.0888675393298907 0.0642880102860817 0.0639032602951839 0.0786431128587358 0.0600208768267223 0.0765445598687808 0.0568513567499462 0.0621227216784856 0.10685836409559 0.075808306063401 0.0241438750357947 0.0252445157907683 0.0295757360661313
"moment" 0.0465743936372213 0.0522056904202558 0.0383660573234033 0.0539824311724003 0.0439375704433874 0.0337495781302734 0.0390962834835973 0.0616744972489016 0.13737207225771 0.1123818338071 0.140866813322527 0.119307195458098 0.183897017670105 0.129698570913895 0.119121901412445 0.0258070858884397 0.0645577792123951 0.0730688935281837 0.0907599781301257 0.0802833348698565 0.0931840825177284 0.0631435787837575 0.0593831730829975 0.0606404303224611 0.0705551851588139 0.0473211777058102
"put" 0.0931487872744426 0.0926651004959541 0.0925299029564432 0.112872356087746 0.101247444934762 0.11310669427443 0.0959636049142844 0.0595955816112982 0.0892918469675115 0.0661069610629999 0.069468565474123 0.0534825358950097 0.0746248767356947 0.108082142428245 0.0813054247735738 0.077421257665319 0.0469511121544692 0.0840292275574113 0.0410060142154183 0.0503211333394794 0.0451268827287112 0.097143967359627 0.0732813625279543 0.0522181483332304 0.0472525551981047 0.0532363249190364
"Yes" 0.103896724267648 0.116157661185069 0.113969758519522 0.133729204495264 0.127036888455881 0.151417026206091 0.0935941331880057 0.0471220877856777 0.0526592943654555 0.0550891342191666 0.0675388830998418 0.0329123297815444 0.0399776125369793 0.069652936231536 0.0415981243027587 0.0466985363695575 0.025823111684958 0.0396659707724426 0.0437397484964461 0.0695276727820288 0.0972865264021567 0.0388575869438508 0.0530658142443807 0.0415499244802048 0.0640822323919502 0.034012096476051
"Well" 0.0322438109796147 0.0300182719916471 0.02708192281652 0.0245374687147274 0.011461974898275 0.0127701106438872 0.0165863020839504 0.0575166659736948 0.0892918469675115 0.0550891342191666 0.0578904712284358 0.0411404122269305 0.0453079608752432 0.115287618590128 0.0794146009416303 0.0485418996473032 0.0704266682317037 0.0798538622129436 0.0754510661563696 0.148274484496481 0.132450331125828 0.0825723722556829 0.0745448342956777 0.0583944884586662 0.0517836221349093 0.0865090279934342
"Frodo" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.576645573529329 0.295813941445669 0.272836165210062
"If" 0.0728471285095 0.099190811798486 0.102685624012638 0.121460470137901 0.0735476722639311 0.0884786237469329 0.0770078311040553 0.0498939753024822 0.100739519655654 0.0793283532755999 0.0926247539654973 0.0658246595630888 0.0533034833826391 0.100876666266362 0.0642880102860817 0.0423973553881509 0.0657315570162568 0.0443632567849687 0.0585019136139967 0.0491687409729265 0.0515735802613843 0.0922867689916456 0.0593831730829975 0.0802924216306661 0.0750862520956185 0.0665454061487955
"make" 0.0824008502812377 0.0717828243278517 0.0981719702098849 0.0736124061441822 0.0706821785393623 0.0693234577811021 0.0995178125037023 0.0609815253697005 0.096160450580397 0.0440713073753333 0.0849060244683725 0.0596535977290492 0.0719597025665627 0.0576438092950642 0.0964320154291225 0.0675899868506753 0.0586888901930865 0.0605427974947808 0.060688901038819 0.0568513567499462 0.0738439899197093 0.0631435787837575 0.0606466448507208 0.0679397413797944 0.0563146890717138 0.0428848172958904
"night" 0.0692644828450983 0.0926651004959541 0.0925299029564432 0.0429405702507729 0.085009647162206 0.0492561410549936 0.0781925669671947 0.0637534128865051 0.096160450580397 0.0616998303254666 0.100343483462622 0.0966799687332867 0.0533034833826391 0.0264200792602378 0.0567247149583073 0.0417829009622356 0.0387346675274371 0.0532359081419624 0.042646254784035 0.0576196183276482 0.0439547559045889 0.0728579755197202 0.0581197013152741 0.119034918781127 0.0899740434594049 0.088727208198394
"people" 0.0370206718654836 0.056121117201775 0.0519070187316633 0.0956961279874368 0.0649511910902248 0.0501682918152712 0.0533131138412691 0.0741479910745222 0.0755546397417405 0.101364006963267 0.0829763420940913 0.0925659275105937 0.0639641800591669 0.0960730154917737 0.0907595439332917 0.0682044412765905 0.0798168906625976 0.0725469728601253 0.060688901038819 0.0856611659137703 0.0873234483971166 0.0680007771517389 0.102341213185591 0.0320046715590767 0.0245972205140819 0.0532363249190364
"own" 0.0406033175298852 0.0326285565126599 0.0473933649289099 0.0552093046081366 0.0468030641679561 0.0483439902947159 0.0402810193467366 0.0817706817457348 0.09158138150514 0.0859390493818999 0.0829763420940913 0.0740527420084749 0.0506383092135071 0.108082142428245 0.0907595439332917 0.107529524535165 0.056341334585363 0.0558455114822547 0.0831055221432477 0.0564672259610952 0.053917833909629 0.0194287934719254 0.0404310965671472 0.070747168709538 0.0822065001391685 0.0835514543868211
